,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count
5874,Fantasy-Action-Horror-Thriller,20.611,20th Century Fox-Fox Searchlight Pictures-Bazelevs Production-First Channel-Tabbak,2006-01-01,4200000.0,42918532.0,145.0,6.1,431.0
5879,Drama-History,20.593,DreamWorks Pictures-Marc Platt Productions,2020-09-25,35000000.0,107423.0,130.0,7.743,2486.0
5882,Comedy,20.583,Silver Screen Partners III-Touchstone Pictures,1987-07-01,7000000.0,34368475.0,102.0,6.9,528.0
5884,Drama,20.581,The Zanuck Company-Warner Bros. Pictures-Majestic Films International,1989-12-13,7500000.0,145793296.0,99.0,7.237,1274.0
5885,Crime-Drama-Thriller,20.579,Imagine Entertainment-Universal Pictures-40 Acres and a Mule Filmworks,2006-03-17,45000000.0,186003591.0,129.0,7.405,4844.0
5888,Fantasy-Drama-Thriller-Romance,20.57,Michael London Productions-Contagious Entertainment-Koppelman-Levien,2006-08-18,16500000.0,87892388.0,110.0,7.3,4207.0
5892,Mystery-Thriller-Horror,20.568,Filmways Pictures-Cinema 77 Films,1980-07-25,6500000.0,31899000.0,105.0,6.9,689.0
5893,Drama-Romance,20.565,Columbia Pictures,2004-12-03,27000000.0,115505027.0,104.0,6.8,2783.0
5896,Romance-Drama,20.563,Ecosse Films-2 Entertain,2007-03-02,16500000.0,37311672.0,120.0,7.311,1016.0
5910,Action-Drama-Thriller-War,20.523,20th Century Fox-Davis Entertainment,2001-11-30,40000000.0,91753202.0,106.0,6.3,1196.0
5911,Horror-Thriller,20.52,DreamWorks Pictures-Universal Pictures-Amblin Entertainment-Vertigo Entertainment,2020-01-23,14000000.0,18472775.0,94.0,5.863,841.0
5912,Action-Science Fiction,20.52,New Century Entertainment Corporation-Alliance Entertainment-Turbo Productions,1986-11-21,2700000.0,3500000.0,93.0,6.4,343.0
5914,Action-Science Fiction,20.513,20th Century Fox-Apjac International,1973-06-15,1700000.0,8844595.0,93.0,5.7,713.0
5920,Drama,20.502,Greek Film Centre-Boo Productions-Horsefly Productions,2009-06-01,275576.0,110197.0,98.0,7.125,1754.0
5922,Comedy-Music-Romance,20.501,Paramount,1982-06-11,13200000.0,15171476.0,115.0,5.1,582.0
5923,Comedy-Action-Adventure-Family,20.501,Splendid Pictures-Maverick Films-Dylan Sellers Productions-Madacy Entertainment,2004-03-12,26000000.0,28818995.0,100.0,5.5,537.0
5924,Drama,20.5,Pretty Pictures-Working Title Films-Artémis Productions-Taxshelter. be-Shelter Productions-Senator Global Productions-Kvinde Films-ReVision Pictures-Copenhagen Film Fund,2015-11-27,15000000.0,64191523.0,119.0,7.6,5266.0
5926,Drama-Western,20.497,Paramount-Rafran Cinematografica-San Marco,1968-12-21,5000000.0,5380118.0,166.0,8.3,3548.0
5928,Drama-Action-History,20.496,China Film Co-Production Corporation-Shanghai Film Group-Mandarin Films-Golden Harvest Company-Prosperity Pictures-Beijing ShengShi HuaRei Film Investment & Management Co.-New Film Studio of Beijing Starlight International Media Co. Ltd.-Time Antaeus Media Group,2008-12-12,11715578.0,22108789.0,106.0,7.75,3166.0
5929,Drama-History-Crime,20.496,Miramax-Initial Entertainment Group-Alberto Grimaldi Productions-Touchstone Pictures,2002-12-14,100000000.0,193772504.0,168.0,7.314,5661.0
5930,Action-Thriller,20.493,Universal Pictures-dentsu-Relativity Media-Bluegrass Films,2012-02-08,85000000.0,208076205.0,115.0,6.428,3047.0
5931,Action,20.492,Warner Bros. Pictures-Lee Rich Productions,1990-02-09,10000000.0,47410000.0,96.0,6.006,499.0
5932,Action-Science Fiction-Thriller,20.488,Dimension Films-Blue Tulip Productions,2002-12-06,20000000.0,5359645.0,107.0,7.021,3804.0
5934,Comedy,20.482,Warner Bros. Pictures-Gerber Pictures-Callahan Filmworks,2013-12-25,40000000.0,44907260.0,113.0,6.1,1104.0
5939,Comedy,20.468,Universal Pictures-Brillstein-Grey Entertainment-Robert Simonds Productions,1996-02-16,12000000.0,41205099.0,92.0,6.6,2182.0
5943,Action-Thriller,20.45,Warner Bros. Pictures-JVC-Regency Enterprises-Seagal/Nasso Productions-Cutting Edge Films,1995-07-13,60000000.0,104324083.0,100.0,5.8,696.0
5946,Comedy-Crime,20.444,20th Century Fox-Palo Vista Productions-Peter V. Miller Investment Corp.-Dale Launer Production,1992-03-13,11000000.0,64088552.0,120.0,7.5,1190.0
5951,Thriller-Action-Drama,20.435,Nu Boyana Film Studios,2017-10-27,10000000.0,320705.0,87.0,5.9,461.0
5954,Horror-Mystery,20.431,20th Century Fox-Fox 2000 Pictures-Josephson Entertainment-MBC Beteiligungs Filmproduktion,2005-01-27,30000000.0,127369981.0,101.0,6.357,1342.0
5957,Drama-History-Romance,20.428,Metro-Goldwyn-Mayer,1951-11-08,7623000.0,21037000.0,171.0,7.1,309.0
5958,Comedy,20.424,Touchstone Pictures,1998-11-06,23000000.0,185991646.0,90.0,6.0,1482.0
5960,Action-Thriller-Drama,20.42,Why Not Productions-Wild Bunch-Lionsgate,2016-08-11,13000000.0,6903033.0,88.0,6.2,1329.0
5963,Adventure-Drama,20.415,2929 Productions-Dimension Films-Nick Wechsler Productions-Chockstone Pictures,2009-11-25,32000000.0,27635305.0,111.0,7.0,3158.0
5964,Western-Action-Drama,20.411,Handsomecharlie Films-Unanimous Pictures-Straight Up Films-1821 Pictures-Scott Pictures,2015-12-31,25000000.0,1397284.0,98.0,5.8,699.0
5969,Comedy-Romance,20.391,20th Century Fox-Charles K. Feldman Group,1955-06-03,1800000.0,12000000.0,100.0,7.1,720.0
5972,Comedy-Drama,20.377,Gracie Films-Huayi Brothers Pictures-STX Entertainment-Tang Media Productions,2016-11-18,9000000.0,18803648.0,105.0,7.168,3627.0
5975,Comedy-Action-Adventure,20.37,Dune Entertainment-21 Laps Entertainment-TSG Entertainment,2010-04-08,55000000.0,152263880.0,97.0,6.066,2473.0
5976,Comedy,20.365,Miramax-View Askew Productions,1994-09-13,27575.0,3151130.0,92.0,7.429,2053.0
5977,Drama-War,20.363,3 Arts Entertainment-Legendary Pictures-Jolie Pas,2014-12-25,65000000.0,163442937.0,137.0,7.4,3654.0
5979,Comedy-Romance,20.361,New Line Cinema-Tapestry Films-Avery Pix,2005-07-13,40000000.0,285176741.0,119.0,6.464,3762.0
5981,Comedy-Drama-Romance,20.353,Imagine Entertainment-Rogue Pictures-Relativity Media-Internationale Filmproduktion Blackbird Dritte,2011-03-04,19000000.0,6928068.0,97.0,6.0,565.0
5982,Action-Adventure-War,20.352,Metro-Goldwyn-Mayer British Studios-Winkast Film Productions-Jerry Gershwin Productions-Elliott Kastner Productions,1968-12-04,7700000.0,21000000.0,155.0,7.577,696.0
5990,Drama-Science Fiction,20.332,20th Century Fox-SLM Production Group-Bavaria Film-Kings Road Entertainment,1985-12-12,40000000.0,12303411.0,108.0,7.0,764.0
5992,Action-Adventure-Horror-Thriller,20.33,Lakeshore Entertainment-Cinerenta Medienbeteiligungs KG-Screen Gems-Cineblue Internationale Filmproduktionsgesellschaft-City Productions,2005-08-26,30000000.0,33296457.0,97.0,5.3,750.0
5993,Drama-Comedy,20.329,Columbia Pictures-Sony Pictures-Paulilu Productions,2017-06-15,20000000.0,45056771.0,101.0,5.699,1800.0
5994,Action-Crime-Drama-Thriller,20.327,20th Century Fox-Dune Entertainment-Hyde Park Films-Baldwin Entertainment Group-Brass Hat Films,2007-08-31,20000000.0,16974459.0,105.0,6.646,888.0
5998,Comedy-Fantasy-Romance,20.309,Touchstone Pictures,1984-03-09,8000000.0,69821334.0,111.0,6.3,1080.0
5999,Horror-Thriller,20.308,Universal Pictures-Blumhouse Productions-Wyolah Films,2019-05-29,5000000.0,51749995.0,99.0,5.805,1836.0
6002,Science Fiction-Action-Drama-Thriller,20.303,20th Century Fox-Fox 2000 Pictures-Donner/Shuler-Donner Productions,1997-04-25,90000000.0,122823468.0,104.0,5.9,1211.0
6006,Comedy-Romance,20.295,Original Film-Touchstone Pictures-D&D Films-Pigeon Creek Films,2002-09-26,30000000.0,180622424.0,108.0,6.396,1291.0
6008,Comedy-Music-Romance,20.29,Imagine Entertainment-Universal Pictures,1990-04-05,11000000.0,8266343.0,85.0,6.6,1304.0
6013,Drama-Romance,20.284,Block 2 Pictures-Jet Tone Films-Orly Films-Paradis Films,2000-09-29,150000.0,12854953.0,99.0,8.112,2011.0
6014,Family-Adventure-Comedy-Fantasy,20.28,New Line Cinema,2000-10-27,35000000.0,27965865.0,95.0,6.8,334.0
6015,Comedy-Horror,20.28,New Zealand Film Commission-Unison Films-Defender Films-Funny or Die-Resnick Interactive Development,2014-06-19,1600000.0,6263224.0,86.0,7.577,2950.0
6019,Drama-Action-Thriller-Crime-Mystery,20.257,Media Asia Films,2002-12-12,125000.0,8708932.0,101.0,7.8,1246.0
6020,Drama-Thriller,20.256,Class 5 Films-MWM Studios,2019-10-31,26000000.0,18377736.0,145.0,6.7,1149.0
6021,Thriller-Drama-Mystery,20.255,Paramount-DreamWorks Pictures-Cold Spring Pictures-The Montecito Picture Company,2007-04-12,20000000.0,117760134.0,105.0,6.673,3028.0
6024,Drama,20.247,Warner Bros. Pictures-Bel Air Entertainment-Tapestry Films,2000-10-20,40000000.0,55707411.0,122.0,7.293,1499.0
6025,Comedy,20.247,New Line Cinema-Gary Sanchez Productions-On the Day,2014-07-02,20000000.0,100525432.0,97.0,5.314,1080.0
6027,Comedy-Romance,20.241,Warner Bros. Pictures,1998-02-26,65000000.0,250821495.0,119.0,6.639,2726.0
6029,War-History-Adventure-Drama,20.239,Horizon Pictures,1962-12-11,15000000.0,69995385.0,228.0,7.981,2406.0
6040,Drama-Romance-Comedy,20.201,20th Century Fox-Fox Family Films,1998-07-31,26000000.0,65705772.0,121.0,7.4,1232.0
6041,Action-Thriller-Adventure-Crime,20.199,Universal Pictures-TOHO-TOWA-Mutual Film Company-BBC-Marubeni-Tele München Fernseh Produktionsgesellschaft (TMG)-Alphaville Films-UGC PH-Mel's Cite du Cinema,1997-11-14,60000000.0,159330280.0,124.0,6.285,1552.0
6042,Action-Crime-Thriller,20.196,SBS Films,2016-06-08,5000000.0,388789.0,95.0,5.4,399.0
6044,Crime-Drama-Mystery-Thriller,20.184,Paramount-Penthouse-Long Road Productions-Robert Evans Company,1974-06-20,6000000.0,30000000.0,130.0,7.922,3081.0
6047,Action-Comedy-Romance,20.176,Dune Entertainment-Overbrook Entertainment-Robert Simonds Productions,2012-02-14,65000000.0,156974557.0,98.0,6.142,2989.0
6048,Fantasy-Family-Animation-Adventure,20.175,Walt Disney Productions,1977-06-22,1200000.0,71215869.0,78.0,6.8,2126.0
6049,Action,20.173,Cannon Group-Golan-Globus Productions,1985-08-30,1000000.0,10499694.0,95.0,5.935,332.0
6052,Drama-Mystery-Thriller,20.163,Paramount-Mirage Enterprises-Davis Entertainment,1993-06-30,42000000.0,270248367.0,155.0,6.7,1635.0
6053,Comedy,20.162,20th Century Fox-Bachelor Party Productions-Aspect Ratio Film-Twin Continental,1984-06-29,6000000.0,38435947.0,105.0,6.3,532.0
6054,Drama-Romance,20.16,20th Century Fox-Bazmark Films,1996-11-01,14500000.0,147298761.0,120.0,6.799,4358.0
6055,Action-Adventure-Drama-Thriller,20.155,Warner Bros. Pictures-Baltimore Spring Creek Productions-Radiant Productions,2000-06-29,120000000.0,325756637.0,130.0,6.4,1835.0
6058,Comedy-Music,20.146,Paramount,1993-12-10,40000000.0,48198019.0,95.0,6.1,832.0
6063,Comedy,20.136,Relativity Media-Virgin Produced-Mandeville Films-SkyLand Entertainment,2013-03-01,13000000.0,48065672.0,93.0,5.8,1361.0
6064,Drama-Science Fiction-Thriller,20.129,Canal+-TF1 Films Production-Christal Films-Téléfilm Canada-TMC-Quad Productions-Ten Films-TF1 Droits Audiovisuels-Ciné+-TF1-C8 Films-Section 9-Mitico-Esprits Frappeurs-Atitlan,2018-04-04,13749400.0,2842040.0,90.0,6.3,669.0
6066,Drama-Romance,20.127,Screen Australia-Screen NSW-Fulcrum Media Finance-Spectrum Films-Magic Films-Deluxe Australia-Big Ears Productions,2011-06-10,10000000.0,408680.0,102.0,5.4,509.0
6068,Adventure-Drama-Romance-Action,20.121,Columbia Pictures-Escape Artists-Black and Blu Entertainment-Finestkind,2001-05-11,65000000.0,117487473.0,132.0,6.9,2576.0
6072,Animation-Adventure-Family,20.105,Futurikon-Entre Chien et Loup-Futurikon Production II-Mollywood-Nozon,2013-11-17,19700000.0,30000000.0,89.0,6.9,363.0
6078,Adventure-Fantasy-Family,20.09,20th Century Fox-Cooga Mooga-Joseph M. Schenck Enterprises,1959-12-15,3440000.0,10000000.0,132.0,7.028,356.0
6079,Horror,20.085,Dimension Films,2018-02-13,350000.0,426290.0,81.0,5.135,204.0
6080,Comedy-Romance,20.085,Relativity Media-Apatow Productions,2011-05-13,32500000.0,288383523.0,125.0,6.536,3871.0
6081,Horror-Music,20.083,ARTE France Cinéma-Wild Bunch-Rectangle Productions-VOO-Vice Studios,2018-09-19,2940457.0,1088907.0,97.0,7.113,1671.0
6084,Comedy-Drama,20.077,Journeyman Pictures-Wayfare Entertainment-Focus Features-Misher Films-Gowanus Projections-Start Media,2010-10-08,8000000.0,6491240.0,102.0,6.999,2073.0
6086,Drama,20.074,Paramount,2010-12-10,25000000.0,93617009.0,116.0,7.4,3726.0
6087,Romance-Comedy-Adventure,20.072,Warner Bros. Pictures-De Line Pictures,2008-02-07,70000000.0,111231041.0,112.0,5.7,1253.0
6088,Drama,20.068,Universal Pictures-Younger Than You-Sikelia Productions-Verdi Productions-Bruce Cohen Productions,2016-11-04,6000000.0,6174491.0,116.0,6.8,643.0
6090,Drama-Comedy-Thriller,20.06,Fox Searchlight Pictures-Element Pictures-Film4 Productions-Waypoint Entertainment-Scarlet Films,2018-11-23,15000000.0,95918706.0,119.0,7.547,4524.0
6094,Comedy-Romance,20.047,Infinity-RWE,2011-08-25,1130710.0,6638849.0,115.0,7.5,135.0
6095,Comedy-Drama,20.047,Zentropa Entertainments-Det Danske Filminstitut-TV 2-Eurimages-Svenska Filminstitutet-Film i Väst-Topkapi Films-StudioCanal-Creative Europe Media Programme Of The European Union,2020-09-24,5150000.0,21700000.0,117.0,7.708,2168.0
6096,Drama-Thriller-Crime-Adventure,20.038,Metro-Goldwyn-Mayer-Pathé Entertainment-Star Partners III Ltd.,1991-05-24,16000000.0,45361000.0,130.0,7.6,2731.0
6098,Family-Fantasy-Science Fiction-Animation,20.032,20th Century Fox-Turner Pictures,1994-11-23,27000000.0,13670688.0,75.0,6.4,636.0
6101,Drama-Romance-Horror,20.022,RKO Radio Pictures,1939-12-29,1800000.0,6877900.0,117.0,7.3,136.0
6104,Mystery-Science Fiction-Thriller,20.01,20th Century Fox-Ten Thirteen Productions,1998-06-19,66000000.0,189198313.0,121.0,6.842,1309.0
6105,Action-Drama-War-Romance-Thriller,20.009,Paramount-GK Films-ImageMovers-Huahua Media,2016-11-17,85000000.0,119520023.0,124.0,6.8,4045.0
6106,Drama-History,20.009,Columbia Pictures-Goldcrest-Indo-British-International Film Investors-National Film Development Corporation of India,1982-11-30,22000000.0,77737889.0,191.0,7.5,1946.0
6107,Action-Thriller-Crime,20.008,Universal Pictures-Original Film-One Race,2011-04-20,125000000.0,626137675.0,130.0,7.3,6962.0
6109,Drama-Romance,20.003,United Artists-Les Productions Artistes Associés-PEA,1972-10-14,1250000.0,36144000.0,129.0,7.0,1010.0
6113,Adventure-Fantasy-Action,19.99,Metro-Goldwyn-Mayer-Famous Films (II)-Dino De Laurentiis Company,1985-04-09,17900000.0,6948633.0,89.0,5.3,656.0
6114,Family-Comedy,19.987,20th Century Fox-Dune Entertainment-Regency Enterprises-Davis Entertainment,2010-06-04,50000000.0,83761844.0,87.0,5.295,638.0
6115,Horror-Thriller-Mystery-Science Fiction,19.987,Lionsgate-Blumhouse Productions-Chapter One Films,2015-01-29,3300000.0,64110728.0,83.0,5.3,1233.0
6119,Family-Comedy-Adventure,19.98,1492 Pictures,1996-11-21,60000000.0,129832389.0,89.0,6.0,2137.0
6123,Horror-Thriller,19.978,Kadokawa Shoten-Omega Project,1998-01-30,1200000.0,19400000.0,96.0,7.072,1084.0
6124,Horror-Mystery-Thriller,19.977,Morgan Creek Productions-Dominion Productions,2004-08-20,80000000.0,78000586.0,114.0,5.4,625.0
6129,Drama,19.966,Columbia British Productions,1967-06-14,625000.0,42432803.0,105.0,7.5,253.0
6130,Thriller-Science Fiction-Action,19.96,Marc Platt Productions-The Ink Factory-Point of No Return-127 Wall,2018-06-07,15000000.0,12371132.0,94.0,6.0,1308.0
6131,Thriller-Science Fiction-Mystery,19.954,Columbia Pictures-Centropolis Film Productions,1999-04-16,16000000.0,18564088.0,101.0,7.0,1015.0
6132,Action-Comedy-Western-Crime,19.951,Canal+-TF1 Films Production-Ultra Films-TPS Star-EuropaCorp-A.J.O.Z. Films,2006-01-18,35000000.0,18381890.0,93.0,6.0,953.0
6135,Thriller-Romance-Adventure,19.945,Lakeshore Entertainment-Huayi Brothers Pictures-STX Entertainment-RVK Studios,2018-06-08,35000000.0,59900000.0,96.0,6.9,2325.0
6136,Action-Adventure-Animation-Family,19.943,Gramercy Pictures-Cinema Management Group-Blockade Entertainment-Rainmaker Entertainment-CNHK Media China,2016-04-13,20000000.0,8821329.0,94.0,5.8,539.0
6138,Thriller-Crime-Drama,19.943,Di Bonaventura Pictures-Endgame Entertainment,2013-02-07,30000000.0,63372757.0,106.0,6.582,2672.0
6141,Comedy-Romance-Drama,19.927,Castle Rock Entertainment-Nelson Entertainment,1989-01-12,16000000.0,92823546.0,96.0,7.417,3328.0
6142,Crime-Drama-Thriller,19.925,DreamWorks Pictures-20th Century Fox-The Zanuck Company,2002-07-12,80000000.0,181001478.0,117.0,7.367,3018.0
6146,Thriller-Drama,19.918,France 2 Cinéma-Canal+-FilmNation Entertainment-Ciné+-France Télévisions Distribution-Transfilm-Archery Pictures,2016-11-25,13000000.0,9101546.0,133.0,7.5,1502.0
6147,Western-Action-Thriller,19.917,TriStar Pictures-IndieProd Company Productions,1995-02-09,32000000.0,18636537.0,107.0,6.505,1399.0
6148,Comedy,19.916,Apatow Productions-Forty Productions,2012-12-20,35000000.0,88058786.0,134.0,5.822,1884.0
6151,Family-Animation-Fantasy-Adventure-Comedy,19.902,Rich Animation Studios,1994-11-18,20000000.0,9771658.0,89.0,6.6,828.0
6153,Comedy-Drama-Romance,19.902,Goldcrest-Bad Robot,2010-11-10,40000000.0,60040976.0,107.0,6.3,1281.0
6154,Family-Comedy,19.9,Nickelodeon Movies-Broken Road Productions-Walden Media-Paramount Players,2019-11-08,29900000.0,44400000.0,96.0,6.8,554.0
6155,Action-Thriller-Adventure,19.898,Focus Features-Neunte Babelsberg Film-Holleran Company-Sechzehnte Babelsberg Film,2011-04-07,30000000.0,63782078.0,111.0,6.6,2917.0
6157,Adventure-Animation-Comedy-Family-Music,19.898,Dream Factory Group-Reel FX Creative Studios-Mandoo Pictures-Huayi Tencent Entertainment Company-Eracme Entertainment,2016-07-08,60000000.0,9420546.0,90.0,6.1,230.0
6158,Drama,19.898,Zephyr Films-A Contracorriente Films-Diagonal TV,2017-11-10,5400000.0,12055868.0,110.0,6.5,348.0
6160,Horror-Thriller,19.892,Ghost House Pictures-Lionsgate-North Box Productions,2012-08-30,14000000.0,85446075.0,92.0,6.0,1378.0
6162,Crime-Thriller,19.889,Regency Enterprises-Film4 Productions-See-Saw Films-New Regency Pictures-Lammas Park,2018-11-06,42000000.0,73866088.0,129.0,6.5,1996.0
6163,Thriller-Drama,19.886,Sony Pictures-TriStar Pictures-Smoke House Pictures-LStar Capital-The Allegiance Theater,2016-05-12,27000000.0,93282604.0,98.0,6.443,2639.0
6165,Comedy-Drama-Romance-Fantasy-Adventure,19.883,Cold Iron Pictures-Prettybird-BlackBird-Tadmor-Astrakan Films AB,2016-06-24,3000000.0,4900000.0,97.0,6.943,2966.0
6166,Thriller-Drama,19.882,Myriad Pictures-Benaroya Pictures-Before the Door Pictures-Washington Square Films-Untitled Entertainment,2011-02-11,3500000.0,19504039.0,107.0,6.799,1431.0
6168,Animation-Adventure-Family,19.881,Columbia Pictures-Sony Pictures-Sony Pictures Animation-Olive Bridge Entertainment-Screen Australia-Animal Logic-Screen NSW-2.0 Entertainment,2018-02-07,50000000.0,351266433.0,93.0,6.7,1497.0
6169,Crime-Comedy-Romance,19.88,Imagine Entertainment-Universal Pictures-Mike Zoss Productions-Alphaville Productions,2003-09-02,60000000.0,119940815.0,100.0,5.953,1204.0
6171,Action-Crime-Drama-Thriller,19.873,Nu Image-Millennium Films,2009-10-22,10000000.0,194243.0,83.0,5.945,262.0
6172,Drama,19.873,Columbia Pictures-Stanley Kramer Productions,1967-12-11,4000000.0,56666667.0,108.0,7.6,658.0
6174,History-Music-Drama,19.872,AMLF-The Saul Zaentz Company,1984-09-19,18000000.0,51973029.0,160.0,8.028,3473.0
6175,Drama-Thriller-Crime,19.869,New Line Cinema-DC Comics-BenderSpink,2005-09-23,32000000.0,60740827.0,96.0,7.2,2648.0
6178,Comedy,19.853,Mosaic Media Group-Apatow Productions,2006-08-04,72500000.0,162966177.0,106.0,6.3,1363.0
6180,Science Fiction-Drama,19.851,Liberty Films-Lunar Industries-Xingu Films-Limelight Fund,2009-06-12,5000000.0,9760104.0,97.0,7.6,4879.0
6188,Action-Crime,19.837,20th Century Fox-Steamroller Productions-Victor & Grais Productions,1990-10-05,12000000.0,46044400.0,94.0,6.0,410.0
6189,Horror-Thriller,19.834,Ghost House Pictures-Destination Films,2007-10-20,4500000.0,1798418.0,93.0,5.5,228.0
6190,Animation-Comedy-Family,19.832,Reel FX Creative Studios-Relativity Media,2013-10-30,55000000.0,110000000.0,91.0,5.9,657.0
6191,Western-Drama-Action-Adventure,19.829,Warner Bros. Pictures-Tig Productions-Kasdan Pictures-Paragon Entertainment Corp.,1994-06-24,63000000.0,25052000.0,191.0,6.8,679.0
6194,Mystery-Thriller,19.817,Metro-Goldwyn-Mayer,1959-07-08,4000000.0,13275000.0,136.0,8.0,3370.0
6197,Science Fiction-Action-Adventure-Thriller,19.808,Paramount,1989-06-09,30000000.0,70200000.0,107.0,5.753,944.0
6200,Drama-Comedy-Family,19.8,20th Century Fox-Dune Entertainment-Vinyl Films-Estrella Media,2011-12-08,50000000.0,120081841.0,124.0,6.7,2305.0
